URL,Table Name,Record ID,Field Name,Size (Bytes),Size (KB),Size (MB),Format,Cloudinary Optimized,Flagged
"https://jifilpkqppcxwinymqic.supabase.co/storage/v1/object/public/category-images/categories/1767537489442.png","categories","49c8d61e-9986-4ed1-9c8a-86f2cac4d4f5","image_url",427099,417.09,0.41,"image/png","NO","FLAGGED (Missing f_auto,q_auto)"
"https://jifilpkqppcxwinymqic.supabase.co/storage/v1/object/public/category-images/categories/1767537379934.png","categories","a574f39b-c5a5-4311-95df-b081cca2043a","image_url",401797,392.38,0.38,"image/png","NO","FLAGGED (Missing f_auto,q_auto)"
"https://jifilpkqppcxwinymqic.supabase.co/storage/v1/object/public/category-images/categories/1767543943339.png","categories","c12de168-c047-4669-bf7d-a8124faea98e","image_url",377377,368.53,0.36,"image/png","NO","FLAGGED (Missing f_auto,q_auto)"
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775412967/Namkeen_Cornflakes.jpg","products","139f03ed-c3f8-4d41-bb39-040e5cc92896","images[0]",376744,367.91,0.36,"image/jpeg","YES",""
"https://jifilpkqppcxwinymqic.supabase.co/storage/v1/object/public/category-images/categories/1767537555949.png","categories","f49731cd-e5e9-400f-aa37-6d6ceb1db713","image_url",370378,361.70,0.35,"image/png","NO","FLAGGED (Missing f_auto,q_auto)"
"https://jifilpkqppcxwinymqic.supabase.co/storage/v1/object/public/category-images/categories/1767537571321.png","categories","fcd78a48-a58b-490b-b59d-4272e9735edb","image_url",357413,349.04,0.34,"image/png","NO","FLAGGED (Missing f_auto,q_auto)"
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414600/Gulab_Rasgulla.jpg","products","5c25be56-d550-491d-a88f-67b47135521b","images[0]",340920,332.93,0.33,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414596/Malai_Gilori_paan.jpg","products","7810a2fe-6dbf-41ed-9026-0cee32ce25ee","images[0]",336423,328.54,0.32,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414606/Rasmalai.jpg","products","8272b9e9-53be-4432-83b1-f0fcbc3589d5","images[0]",332993,325.19,0.32,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414602/Kesar_Cup.jpg","products","2ad81088-53f2-4d5b-a0ef-d17378c1c0a7","images[0]",327897,320.21,0.31,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414606/Raj_Bhog.jpg","products","a58f174c-0fbe-436c-8e20-925c70df52a1","images[0]",322667,315.10,0.31,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414599/Chocolate_Sandesh.jpg","products","c3513ca5-3304-4e8e-b000-e672e2cce35a","images[0]",318108,310.65,0.30,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414606/Raja_Babu.jpg","products","2ed026c2-e116-42dd-a55e-b0baf156807b","images[0]",313562,306.21,0.30,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414599/Chena_paradise.jpg","products","bfc6b90c-6b27-47a1-94c8-4d1e43d59b82","images[0]",312441,305.12,0.30,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414598/Anjeer_Katori.jpg","products","9c5f0588-dc65-4936-8605-df11f2040727","images[0]",311709,304.40,0.30,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414598/Chandrakala.jpg","products","f0c915dc-cb2e-4dad-9d08-4cb17dd135bb","images[0]",304939,297.79,0.29,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414596/Mewa_Bite.jpg","products","0aff8626-c022-409f-97d5-05e92a9577f8","images[0]",304161,297.03,0.29,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414594/Chena_Sandesh.jpg","products","9d7794d9-2933-47b9-a1a4-3fec3beb30b2","images[0]",303036,295.93,0.29,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414595/Kaju_Roll.jpg","products","9b2c0e2e-1f37-4323-8bfa-de01b325b5f7","images[0]",302854,295.76,0.29,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414606/Milk_Cake.jpg","products","405ec84f-31fd-47e6-a2e0-2116b67dc236","images[0]",302435,295.35,0.29,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414604/Anjeer_Bite.jpg","products","32bcd885-c49b-4229-9d65-8fb75fa86b58","images[0]",302113,295.03,0.29,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414604/Chena_Roll.jpg","products","975ca63e-711f-455b-a1a1-4d78155d0deb","images[0]",299408,292.39,0.29,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414599/Chena_Paan.jpg","products","f5f7282c-917c-424e-a059-23e6d30efef1","images[0]",298190,291.20,0.28,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414595/Kaju_Tokanji.jpg","products","5e0cca9a-f18f-4d75-8752-992ae144b61a","images[0]",297957,290.97,0.28,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414603/Pista_Punch.jpg","products","ae691fda-cab8-46e6-b250-dbd284c9d6fe","images[0]",297679,290.70,0.28,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414606/Pineapple_Chena_2.jpg","products","9ed0c5da-0316-4593-aca0-b38939fc46d7","images[0]",296195,289.25,0.28,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414605/Kaju_Gujiya.jpg","products","6bd521bd-18b6-4d70-b34f-cf4402fe673f","images[0]",296132,289.19,0.28,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414604/Chena_Cham_Cham.jpg","products","4ab10294-2766-4d82-b39c-3ad26912f869","images[0]",291870,285.03,0.28,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414601/Kaju_Pista_Roll.jpg","products","19d220ea-6571-4691-a6ed-e1fdd42b756a","images[0]",291103,284.28,0.28,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414603/Malai_Cham_Cham.jpg","products","000c2c23-65ac-49a8-932a-4f93ff57c864","images[0]",289695,282.91,0.28,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414604/Anjeer_Roll.jpg","products","08559b5d-09d1-4286-ba9c-cdada444b709","images[0]",288808,282.04,0.28,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414602/Khoya_Roll.jpg","products","d6869bff-73aa-40cc-805b-8b318a1646df","images[0]",287630,280.89,0.27,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414605/Malai_Roll.jpg","products","bf1ab9d1-f9da-4b64-adf1-e40e275c4379","images[0]",287590,280.85,0.27,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414601/Kaju_Paan.jpg","products","597f521d-7c8b-478d-963f-54a41eef964a","images[0]",285334,278.65,0.27,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414602/Kesar_Peda.jpg","products","dcbabecb-f8bb-4742-af29-801917d4c502","images[0]",284332,277.67,0.27,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414605/Kesar_Angoori_Petha.jpg","products","cd225719-a1ed-4c0d-a9fd-d54f7875a255","images[0]",276732,270.25,0.26,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414594/Gulab_Jamun.jpg","products","a6db42fa-767c-479c-bd47-c9627a3c3ab7","images[0]",274903,268.46,0.26,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414594/Gulab_Jamun.jpg","products","7cf0d48d-2096-4a18-807a-4a754a3d3e92","images[0]",274903,268.46,0.26,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414598/Butterscotch_Barfi.jpg","products","9547ef43-6760-4bfd-9e7b-d53bb4f1e42b","images[0]",274254,267.83,0.26,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414601/Kaju_Patisha_Roll.jpg","products","22fd2ddb-5d52-4377-83ac-cee4f9fe6186","images[0]",271917,265.54,0.26,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414595/Kaju_Samosa.jpg","products","a0dbb8cc-1481-480a-9a1a-7fb1f30cd197","images[0]",270457,264.12,0.26,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414601/Kaju_Pista_Chakri.jpg","products","7ec9f63e-6f9e-4b97-8a0f-200efd6da4a3","images[0]",270039,263.71,0.26,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414603/Nest_Baklava.jpg","products","7266b0c0-756b-4dd9-a755-42788b39714d","images[0]",269239,262.93,0.26,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414605/Doda_Barfi.jpg","products","86680914-24f1-4ab9-ab43-b5a76fe604bc","images[0]",261278,255.15,0.25,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414596/Malai_Peda.jpg","products","550cb9a5-05e3-4d37-8271-2c4f5e4824b1","images[0]",260271,254.17,0.25,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414603/Longlata.jpg","products","a54f533e-f94c-4cd6-9d8e-0deb7d0d345d","images[0]",256032,250.03,0.24,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414604/Rolls_Baklava.jpg","products","ac19f470-6491-41dc-92c3-9d65f524df44","images[0]",250529,244.66,0.24,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414600/Dudh_Barfi.jpg","products","a7ad481e-a320-45bd-af5f-58815ed77221","images[0]",247047,241.26,0.24,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414599/Dry_Fruit_Laddu.jpg","products","9998163c-fd83-40ad-8452-aa000dd38dc0","images[0]",237864,232.29,0.23,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414596/Mawa_Laddu.jpg","products","84f7db17-835e-4a37-ba58-80f6ac3418a2","images[0]",236817,231.27,0.23,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414604/Rabri.jpg","products","15ac1491-935f-4979-81ec-b8c6c0a94b4d","images[0]",233868,228.39,0.22,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414595/Kesar_Karanchi_Halwa.jpg","products","8ec7e406-c98e-407a-8be6-83839b57427c","images[0]",226096,220.80,0.22,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414594/Gond_Laddu.jpg","products","eff8e0ad-c04a-4ae5-a199-86b9d3d76add","images[0]",221847,216.65,0.21,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414596/Malai_Chaap.jpg","products","a09ae295-fa2c-44f0-912f-64dc824a0a24","images[0]",218860,213.73,0.21,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414600/Gupchup.jpg","products","bf1b7532-c26f-444f-811a-f024eb407e07","images[0]",212609,207.63,0.20,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414599/Chota_Peda.jpg","products","9437394b-19b9-4b38-80ae-413146eabd79","images[0]",211713,206.75,0.20,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414603/Motichoor_Laddu.jpg","products","613d1cc0-e8ea-4d5f-92d2-1cab21b0d757","images[0]",210931,205.99,0.20,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414598/Balushahi.jpg","products","d8594f43-489a-4a9c-98f5-24b338db05fc","images[0]",209655,204.74,0.20,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414598/Balushahi.jpg","products","88754a4a-45ad-42f6-89df-038ef99ebb73","images[0]",209655,204.74,0.20,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414604/White_Rasgulla.jpg","products","76055731-027a-4596-aae2-3e5d01638de3","images[0]",208597,203.71,0.20,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414594/Boondi.jpg","products","6ec4554d-7cc5-435e-ba72-47097bc1791f","images[0]",197354,192.73,0.19,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414594/Boondi.jpg","products","b62f12ca-621c-47cc-ae64-4bdd5b39cb4a","images[0]",197354,192.73,0.19,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414598/Besan_Laddu.jpg","products","47d35c86-fa7d-427f-825c-b4461579c867","images[0]",192111,187.61,0.18,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414598/Besan_Laddu.jpg","products","de6eb8f7-6e6b-4f3d-af3b-bd32e7562d4d","images[0]",192111,187.61,0.18,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414598/Besan_Laddu.jpg","products","afe2b4a0-78e1-4a4b-91e3-fdc655fce8a3","images[0]",192111,187.61,0.18,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414598/Besan_Laddu.jpg","products","e94774fc-d4c7-4d51-bb02-387902747ea4","images[0]",192111,187.61,0.18,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414598/Besan_Laddu.jpg","products","8ba5fd15-6020-4c1c-a814-d6c92bd33f65","images[0]",192111,187.61,0.18,"image/jpeg","YES",""
"https://res.cloudinary.com/danag6hn5/image/upload/q_auto/f_auto/v1775414603/Pearl_Pack.jpg","products","a12587be-bc21-44ed-be38-bcb0c6c8f1f1","images[0]",189327,184.89,0.18,"image/jpeg","YES",""
"https://jifilpkqppcxwinymqic.supabase.co/storage/v1/object/public/category-images/categories/1767544339666.webp","categories","25fe9f58-122e-43d6-8cdb-514f6f1c074e","image_url",176642,172.50,0.17,"image/webp","NO","FLAGGED (Missing f_auto,q_auto)"
"https://jifilpkqppcxwinymqic.supabase.co/storage/v1/object/public/category-images/categories/1767544289496.jpeg","categories","a4d62e8a-c803-43a3-8a75-0d8e78accdca","image_url",95231,93.00,0.09,"image/jpeg","NO","FLAGGED (Missing f_auto,q_auto)"
"https://images.unsplash.com/photo-1571019614242-c5c5dee9f50b?w=150&h=150&fit=crop&crop=faces","testimonials","dfacbfc6-b1c6-4c63-a815-18f6fe58949c","image_url",10781,10.53,0.01,"image/jpeg","NO","FLAGGED (Missing f_auto,q_auto)"
"https://images.unsplash.com/photo-1571019614242-c5c5dee9f50b?w=150&h=150&fit=crop&crop=faces","testimonials","037fcec5-eefa-43ab-8acb-1510fcf81fa7","image_url",10781,10.53,0.01,"image/jpeg","NO","FLAGGED (Missing f_auto,q_auto)"
"https://images.unsplash.com/photo-1549476464-37392f717541?w=150&h=150&fit=crop&crop=faces","testimonials","94bb19e8-2020-4b4d-ac31-6346cc0a78b5","image_url",9598,9.37,0.01,"image/jpeg","NO","FLAGGED (Missing f_auto,q_auto)"
"https://images.unsplash.com/photo-1549476464-37392f717541?w=150&h=150&fit=crop&crop=faces","testimonials","489fe37b-ffa5-48d3-bd88-a17801c1eabc","image_url",9598,9.37,0.01,"image/jpeg","NO","FLAGGED (Missing f_auto,q_auto)"
"https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=150&h=150&fit=crop&crop=faces","testimonials","5487e531-a684-4563-aaf0-d83472c45fc5","image_url",9404,9.18,0.01,"image/jpeg","NO","FLAGGED (Missing f_auto,q_auto)"
"https://images.unsplash.com/photo-1519351414974-61d8e594c5d6?w=150&h=150&fit=crop&crop=faces","testimonials","b953ffa2-cfb0-4b90-a662-135b2202be0d","image_url",29,0.03,0.00,"text/html,text/html","NO","FLAGGED (Missing f_auto,q_auto)"
"https://images.unsplash.com/photo-1563375853373-15b7816d3c3d?w=150&h=150&fit=crop&crop=faces","testimonials","85a8fd7b-4474-4bd0-9fc2-22166f261318","image_url",29,0.03,0.00,"text/html,text/html","NO","FLAGGED (Missing f_auto,q_auto)"
"https://images.unsplash.com/photo-1519351414974-61d8e594c5d6?w=150&h=150&fit=crop&crop=faces","testimonials","70a4de53-01b6-4fc7-94d9-175730014257","image_url",29,0.03,0.00,"text/html,text/html","NO","FLAGGED (Missing f_auto,q_auto)"
"https://images.unsplash.com/photo-1567532939604-b6b5b0e1607d?w=150&h=150&fit=crop&crop=faces","testimonials","170733c0-54b6-40c9-9529-f38e5b05f510","image_url",29,0.03,0.00,"text/html,text/html","NO","FLAGGED (Missing f_auto,q_auto)"
"https://github.com/Rahulroy0307/rajlakshmi/blob/main/Raj_Luxmi_Alambagh_Sweets/Kishmish.jpg","products","1abf630d-80aa-4d89-93fb-745e7a775f3c","images[0]",0,0.00,0.00,"text/html; charset=utf-8","NO","FLAGGED (Missing f_auto,q_auto)"
"https://github.com/Rahulroy0307/rajlakshmi/blob/main/Raj_Luxmi_Alambagh_Sweets/Pistachio.jpg","products","6394292a-b758-4c45-9027-26946e731088","images[0]",0,0.00,0.00,"text/html; charset=utf-8","NO","FLAGGED (Missing f_auto,q_auto)"
"https://github.com/Rahulroy0307/rajlakshmi/blob/main/Raj_Luxmi_Alambagh_Sweets/Almonds.jpg","products","5af95d6e-af3e-4b53-9815-0c313d4e8acd","images[0]",0,0.00,0.00,"text/html; charset=utf-8","NO","FLAGGED (Missing f_auto,q_auto)"
"https://github.com/Rahulroy0307/rajlakshmi/blob/main/Raj_Luxmi_Alambagh_Sweets/Raj_Bhog.jpg","products","5a80c704-da5f-4005-9420-545705d1909d","images[0]",0,0.00,0.00,"text/html; charset=utf-8","NO","FLAGGED (Missing f_auto,q_auto)"
"https://github.com/Rahulroy0307/rajlakshmi/blob/main/Raj_Luxmi_Alambagh_Sweets/Mangalore_Kaju.jpg","products","9141a99a-7b5f-4fd8-960e-1fcb56185f15","images[0]",0,0.00,0.00,"text/html; charset=utf-8","NO","FLAGGED (Missing f_auto,q_auto)"
"https://github.com/Rahulroy0307/rajlakshmi/blob/main/Raj_Luxmi_Alambagh_Sweets/Rasmalai.jpg","products","a6e7ba69-7984-4aa3-ab8c-3f2f8ed0dc42","images[0]",0,0.00,0.00,"text/html; charset=utf-8","NO","FLAGGED (Missing f_auto,q_auto)"
"https://github.com/Rahulroy0307/rajlakshmi/blob/main/Raj_Luxmi_Alambagh_Sweets/Pudina_Mixture.jpg","products","5c8d10bb-9726-4a3b-9929-4275ff162820","images[0]",0,0.00,0.00,"text/html; charset=utf-8","NO","FLAGGED (Missing f_auto,q_auto)"
"https://github.com/Rahulroy0307/rajlakshmi/blob/main/Raj_Luxmi_Alambagh_Sweets/Kaju_Kalash.jpg","products","b974280a-1c8e-4ed8-ba2a-1fc5b1c7f6d1","images[0]",0,0.00,0.00,"text/html; charset=utf-8","NO","FLAGGED (Missing f_auto,q_auto)"
"https://github.com/Rahulroy0307/rajlakshmi/blob/main/Raj_Luxmi_Alambagh_Sweets/Kaju_Anjeer_Laddu.jpg","products","8b77b3e1-4ab5-43bf-96b1-096d41218edf","images[0]",0,0.00,0.00,"text/html; charset=utf-8","NO","FLAGGED (Missing f_auto,q_auto)"
"https://github.com/Rahulroy0307/rajlakshmi/blob/main/Raj_Luxmi_Alambagh_Sweets/Motichoor_Laddu_2.jpg","products","ff468749-dfec-4301-90fd-f562a14d9a0b","images[0]",0,0.00,0.00,"text/html; charset=utf-8","NO","FLAGGED (Missing f_auto,q_auto)"
